Academic Unit,Course Number,Course Title,Credits,Semester,Prerequisites,Restrictions,Offered By,Description
BREE,217,Hydrology and Water Resources.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Introduction to water resources and hydrologic cycle. Precipitation and hydrologic frequency analysis. Soil water processes; infiltration theory and modeling. Evapotranspiration estimation methods and crop water requirements. Surface runoff estimation as a function of land use modifications. Estimation of peak runoff rates. Unit hydrograph. Design of open channels and vegetated waterways.
BREE,252,Computing for Engineers.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),A disciplined general approach to the solution of engineering problems; and the implementation of these solutions using structured programming methods in a current computational environment.
BREE,301,Biothermodynamics.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Classical thermodynamic analysis of pure and simple compressible systems. The course covers the first and second laws of thermodynamics. It deals with basic concepts of thermodynamics and thermochemistry in biological systems.
BREE,305,Fluid Mechanics.,3,Fall 2025,AEMA 202;BREE 210,,Bioresource Engineering (Faculty of Agric Environ Sci),Properties of fluids; fluid statics; principles of flow of incompressible and compressible fluids; dimensional analysis boundary layers; conduit and open channel systems; simple applications to turbo machinery.
BREE,312,Electric Circuits and Machines.,3,Fall 2025,AEMA 305,,Bioresource Engineering (Faculty of Agric Environ Sci),General circuit laws and DC circuits; electromagnetic circuits; inductance and capacitance; natural and forced response of circuits; analysis of single phase and three phase networks; transformers; AC and DC motors/generators.
BREE,314,Agri-Food Buildings.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Analysis and design of structures to house animals and plants and to process and store animal and plant products. Introduction to environmental control systems and animal waste management.
BREE,319,Engineering Mathematics.,3,Fall 2025,AEMA 305;BREE 252,,Bioresource Engineering (Faculty of Agric Environ Sci),Advanced topics in engineering mathematics; including systems of ordinary differential equations; stability analysis; special functions; orthogonal functions and Fourier series; boundary value problems in various coordinate systems; and integral transforms. The use of computer-based mathematical tools is an integral part of the course.
BREE,322,Management of Organic Residue,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),Engineering aspects of handling; storage; and treatment of organic residues in agricultural and municipal contexts. Technologies; design approaches; and management strategies for resource recovery and increasing the circularity of material and energy flows.
BREE,324,Elements of Food Engineering.,3,Fall 2025,,BREE 325,Bioresource Engineering (Faculty of Agric Environ Sci),A course in basic food engineering for non-engineering students; covering heat transfer; mass and energy balances; food process unit operations; material transport/ steam/refrigeration systems.
BREE,325,Food Process Engineering.,3,Fall 2025,,BREE 324,Bioresource Engineering (Faculty of Agric Environ Sci),Heat and mass transfer; enthalpy and mass balances; sterilizing; freezing; fluid flow; pipes; steam; refrigeration; pumps and valves.
BREE,327,Bio-Environmental Engineering.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),An introduction to how humans affect the earth's ecosystem and projections for the needs of food; water; air and energy to support the human population. Ecologically-reasonable coping strategies including biofuels; bioprocessing; waste management; and remediation methods.
BREE,329,Precision Agriculture.,3,Winter 2026,AEBI 210;PLNT 300,,Bioresource Engineering (Faculty of Agric Environ Sci),The course provides an overview of the principle concepts of precision agriculture. It focuses on equipment; software and the information management systems for mastering the essential steps when adopting and developing economically viable and environmentally sound solutions for modern farms and other agribusiness enterprises.
BREE,341,Mechanics of Materials.,3,Winter 2026,BREE 210,,Bioresource Engineering (Faculty of Agric Environ Sci),Stress; strain; resilience; elastic and plastic properties of materials; bending moment and shear force diagrams; bending and shear stress; deflections; simple; fixed and continuous beams; torsion and helical springs; reinforced concrete beams; columns; bending and direct stress; general case of plane stress; Mohr's circle.
BREE,403,Biological Material Properties.,3,Fall 2025; Winter 2026,,BREE 423,Bioresource Engineering (Faculty of Agric Environ Sci),Relationships between composition; structure and properties of biological materials. Measurement methods and use of mechanical; thermal; electromagnetic; chemical and functional properties in the design of new applications and product development.
BREE,412,Machinery Systems Engineering.,3,Fall 2025,BREE 341,,Bioresource Engineering (Faculty of Agric Environ Sci),Study and analysis of machines for tillage; harvesting; crop processing and handling. Field tests; load studies; design requirements; design of machines and components for agricultural applications.
BREE,415,Design of Machines and Structural Elements .,3,Fall 2025,BREE 210;BREE 216;BREE 341,BREE 315,Bioresource Engineering (Faculty of Agric Environ Sci),Design of shafts; bearings; gears; fasteners; and frames. Material selection and introduction to advanced materials for machine and structural design applications. Stress; strain; and deflection analysis for standard machine and structural elements. Predicting mechanical failure caused by static and variable (fatigue) loads using proper design criteria. Applying fundamental concepts for the analysis and design of machine elements (shafts; gears; and bearings). Integrating the design of individual machine elements into larger systems and applying numerical modeling (finite element method); engineering drawing; and 3D printing for validation and rapid prototyping of designed machine and structural elements.
BREE,416,Engineering for Land Development.,3,,BREE 217,,Bioresource Engineering (Faculty of Agric Environ Sci),Engineering aspects of land stewardship and water resource conservation; including: introduction to the hydrologic cycle and agricultural water use; computation of soil loss by water erosion; conservation farming practices; reservoirs and embankments; water and sediment control structures; stream restoration and water supply; wetlands and wetland design; irrigation principles and design; pumps and pumping; introduction to drainage and water table management.
BREE,419,Structural Design.,3,Winter 2026,BREE 341,,Bioresource Engineering (Faculty of Agric Environ Sci),Structural Design in steel and timber; application of complete design procedures to working stress design; plastic design for ultimate loading.
BREE,420,Engineering for Sustainability.,3,Winter 2026,FACC 300,,Bioresource Engineering (Faculty of Agric Environ Sci),Principles and practices of engineering for sustainability. Emphasis on environmental; economic; social; management and policy factors that should be incorporated into sustainable approaches to engineering and design. Topics will include: sustainability metrics; systems thinking; stakeholder engagement; and leading change for sustainability within companies.
BREE,451,Undergraduate Seminar 1,1,Fall 2025; Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Attendance and participation in departmental undergraduate seminars; where each student must give an oral presentation.
BREE,452,Undergraduate Seminar 2 Poster Presentation.,1,Fall 2025; Winter 2026,BREE 451,,Bioresource Engineering (Faculty of Agric Environ Sci),Attendance and participation in departmental undergraduate seminars. All students will be required to prepare and present a poster.
BREE,453,Undergraduate Seminar 3,1,Fall 2025; Winter 2026,BREE 452,,Bioresource Engineering (Faculty of Agric Environ Sci),Attendance and participation in undergraduate departmental seminars and science writing workshops. 
BREE,485,Senior Undergraduate Seminar,1,Fall 2025; Winter 2026,BREE 453,,Bioresource Engineering (Faculty of Agric Environ Sci),Attendance and participation in departmental seminars; and a small written project report.
BREE,490,Engineering Design 2.,3,Fall 2025; Winter 2026,BREE 415;CHEE 315;MECH 346,,Bioresource Engineering (Faculty of Agric Environ Sci),The student is expected to develop a professional design project proposal with due considerations to executive summary; synthesis; methodology; milestones; budget; etc.
BREE,495,Engineering Design 3.,3,Fall 2025; Winter 2026,BREE 490,,Bioresource Engineering (Faculty of Agric Environ Sci),The student is expected to implement; physically or virtually; the project proposed in the Design 1 course. The student is expected to present project outcome; in both written and oral forms and learn to be critical about their own work and those of others.
BREE,497,Bioresource Engineering Project.,3,Summer 2025; Fall 2025; Winter 2026,BREE 205;BREE 327,,Bioresource Engineering (Faculty of Agric Environ Sci),Independent study for design and experimental work on a bioresource engineering topic chosen in consultation between the student and departmental staff.
BREE,501,Simulation and Modelling.,3,Winter 2026,AEMA 305;BREE 252,,Bioresource Engineering (Faculty of Agric Environ Sci),Philosophical and mathematical principles of computational modelling and simulation: Concepts of verification; parameterization; validation; and sensitivity analysis. Introduction to basic concepts of finite element modelling: Direct stiffness and weighted residual methods. Introduction to software packages for general systems and multiphysics; finite-element-based modeling. Emphasis on biosystems engineering applications; e.g.; ecosystem dynamics; material properties; solid and structural mechanics; heat transfer; fluid dynamics; electrical and machinery systems.
BREE,502,Drainage/Irrigation Engineering.,3,Winter 2026,BREE 217,,Bioresource Engineering (Faculty of Agric Environ Sci),Benefits and importance of drainage; types of drainage systems; design and construction of main; surface and subsurface drainage systems; drainage materials. Crop water requirements; evapotranspiration models; design and layout of surface; sprinkler and drip irrigation systems; pipe hydraulics; pumps.
BREE,503,Water: Society; Law and Policy.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),Water and society and the ramifications at the local; national and international scales with respect to legal and public policy issues related to; for example; drinking water quality; transboundary water management; public involvement; First Nations; agriculture; governance; and institutions relevant to the management of water resources.
BREE,504,Instrumentation and Control.,3,Fall 2025,BREE 252;BREE 312,,Bioresource Engineering (Faculty of Agric Environ Sci),An overview of instrumentation and control systems used in bioresource engineering. Hands-on development of data acquisition systems and learning strategies to process and interpret the signal obtained constitute the majority of the course. 
BREE,505,Life Cycle Assessment for Sustainable Agrifood Systems.,3,Winter 2026,BREE 420,,Bioresource Engineering (Faculty of Agric Environ Sci),Examination of the methods for food system sustainability assessment and their trade-offs; focusing on conducting environmental life cycle assessment; life cycle costing; and an introduction to social life cycle assessment for agrifood systems (crops and livestock). Additionally; methods for trade-off analysis among the three sustainability dimensions – environment; economics; social – will be evaluated and applied to agrifood system optimization and sustainability decision-making. 
BREE,506,Advances in Drainage Management.,3,,,,Bioresource Engineering (Faculty of Agric Environ Sci),Land drainage in relation to soils and crops. Design of regional drainage systems; stability of ditches; ice problems. Design of subsurface drainage systems. Theories of flow into drain tubes. Hydraulics of wells. Drainage of irrigated lands. Water table control.
BREE,509,Hydrologic Systems and Modelling. ,3,Winter 2026,BREE 217,,Bioresource Engineering (Faculty of Agric Environ Sci),Hydrologic cycle in the nature and how to quantitatively describe those processes using models. The fundamentals of hydrology including basic concepts; precipitation; snow and snowmelt; evapotranspiration; subsurface flow; infiltration and soil water movement; and runoff and streamflow. Equivalent attention to theories and hands-on practices on model application. How to set up and execute weather data driven physical based models; both at a point-scale and a watershed scale; to predict snowmelt; evapotranspiration; infiltration; soil water redistribution; subsurface drainage; runoff; and stream flow in hydrologic systems. 
BREE,510,Watershed Systems Management.,3,Fall 2025,,,Bioresource Engineering (Faculty of Agric Environ Sci),A holistic examination of methods in watershed management with a focus on integrated water resources management (IWRM). Topics include: integration; participatory management; water resources assessment; modeling; planning; adaptive management; transboundary management; and transition management.
BREE,512,Soil Cutting and Tillage.,3,,BREE 341,,Bioresource Engineering (Faculty of Agric Environ Sci),Soil mechanics applied to cutting; tillage and drain installation tools. Soil cutting forces for two and three dimensional implements. Soil loosening; inversion; sorting and manipulation. Selection of traction machines to match soil cutting and tillage requirements. Depth and grade control systems. Analysis of drainage machines; wheel trenchers; chain trenchers and trenchless plows.
BREE,518,Ecological Engineering.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Concepts and practice of ecological engineering: the planned creation or management of a community of organisms; their nonliving surroundings; and technological components to provide services. Survey of applications such as constructed wetlands; aquatic production systems; green infrastructure for urban storm water management; environmental restoration. Taught cooperatively with a parallel course at University of Nebraska-Lincoln. Online collaboration with an interdisciplinary; international team is an important component of the course.
BREE,519,Advanced Food Engineering.,3,Winter 2026,BREE 325,,Bioresource Engineering (Faculty of Agric Environ Sci),Advanced topics in food engineering. Concepts of mathematical modelling and research methodologies in food engineering. Topics include heat and mass transfer in food systems; packaging and distribution of food products; thermal and non-thermal processing; rheology and kinetics of food transformations.
BREE,520,Food; Fibre and Fuel Elements.,3,Fall 2025; Winter 2026,BREE 327,,Bioresource Engineering (Faculty of Agric Environ Sci),Analysis and design incorporating the four elements required by organisms and biomass for food; fibre and fuel production (air; earth; energy; and water). Special emphasis will be placed on the demands and requirements of engineering systems to control these elements and allow optimal growth in semi-controlled and completely controlled environments.
BREE,522,Bio-Based Polymers.,3,Fall 2025; Winter 2026,BREE 216;BREE 341,,Bioresource Engineering (Faculty of Agric Environ Sci),The structure and properties of selected biomass (e.g. vegetable oils and starches) will be reviewed. The synthesis of bio-based polymers through chemical modification; casting; compression and extrusion among other methods will be studied. The physical properties of the resulting matrices will then be reviewed. Commercial applications will be examined.
BREE,529,GIS for Natural Resource Management.,3,Fall 2025,,BREE 430;ENVB/; o;ENVB 529;GEOG 201;GEOG 306;GEOG 307,Bioresource Engineering (Faculty of Agric Environ Sci),Applications of Geographic Information Systems (GIS) and spatial analysis techniques to the presentation and analysis of ecological information; including sources and capture of spatial data; characterizing; transforming; displaying spatial data; and spatial analysis to solve resource management problems.
BREE,530,Fermentation Engineering.,3,Winter 2026,BREE 305,,Bioresource Engineering (Faculty of Agric Environ Sci),Advanced topics in food and fermentation engineering are covered; including brewing; bioreactor design and control and microbial kinetics.
BREE,531,Post-Harvest Drying.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Heat and moisture transfer with respect to drying of agricultural commodities; techniques of enhancement of heat and mass transfer; drying efficiency and scale-up problems.
BREE,532,Post-Harvest Storage.,3,Winter 2026,,,Bioresource Engineering (Faculty of Agric Environ Sci),Active; semi-passive and passive storage systems; environmental control systems; post-harvest physiology and pathogenicity; quality assessment and control methodology; economic aspects of long-term storage.
BREE,533,Water Quality Management.,3,Fall 2025,,BREE 625,Bioresource Engineering (Faculty of Agric Environ Sci),The water phases of terrestrial ecological systems and the processes that link them. Physical; chemical; and biological properties of water; and water quality standards. The fate and transport of pollutants in rivers and streams; lakes; and wetlands. Methods to quantify soil carbon and nitrogen cycle to predict nutrient leaching. Impacts of human activities (e.g.; agricultural drainage) on water quality and measures to improve drainage water quality. Assess the effectiveness of proposed engineering measures or management practices in improving or maintaining water quality of a real site/water body using numerical methods or a computer modelling approach. 
BREE,535,Food Safety Engineering.,3,Fall 2025,BREE 324;BREE 325;FDSC 330,,Bioresource Engineering (Faculty of Agric Environ Sci),The application of engineering principles to address microbial and chemical safety challenges in food processing; including intervention technologies (traditional and novel non-thermal intervention technologies; chemical interventions; and hurdle approach); control; monitoring and identification techniques (biosensors); packaging applications in food safety (active packaging; intelligent or smart packaging); and tracking and traceability systems.
BTEC,306,Experiments in Biotechnology.,3,Winter 2026,BIOL 202;LSCI 204,,Plant Science (Faculty of Agric Environ Sci),Practical laboratory-based research experience. Techniques in cellular and molecular biology; designing experiments and developing skills in interpretation and communication of experimental results.
BTEC,501,Bioinformatics.,3,Fall 2025,ANSC 326;LSCI 202;LSCI 204,BINF 301,Parasitology (Faculty of Agric Environ Sci),This course introduces the application of computer software for analysis of biological sequence information. An emphasis is placed on the biological theory behind analytical techniques; the algorithms used and methods of developing a statistical framework for various types of analysis.
BTEC,502,Biotechnology Ethics and Society.,3,Winter 2026,,,Parasitology (Faculty of Agric Environ Sci),Examination of particular social and ethical challenges posed by modern biotechnology such as benefit sharing; informed consent in the research setting; access to medical care worldwide; environmental safety and biodiversity and the ethical challenges posed by patenting life.
BTEC,535,Functional Genomics in Model Organisms.,3,Winter 2026,,,Parasitology (Faculty of Agric Environ Sci),An overview of strategies used to understand the function of genes; especially those identified through genome sequencing and bioinformatics. Use of model organisms that have proved particularly valuable for this purpose.
BTEC,555,Structural Bioinformatics.,3,Winter 2026,,,Parasitology (Faculty of Agric Environ Sci),Fundamentals of protein structure and the application of tools for structure determination; how protein structure allows us to understand the complex biological functions; and how knowledge of protein structure can contribute to drug discovery.
ENTO,330,Insect Biology.,3,Fall 2025,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Introduction to entomology; including the the importance and diversity of insects; insect morphology; anatomy and physiology; insect sensory systems; reproduction; metamorphosis; insect classification and survey of the orders and common families.
ENTO,340,Field Entomology.,3,Fall 2025,,,Natural Resource Sciences (Faculty of Agric Environ Sci),A field course and project about arthropod taxonomy; field methods and experimental design in entomology. Includes natural history observation; and experimental approaches to arthropod population and community ecology.
ENTO,352,Biocontrol of Pest Insects.,3,Winter 2026,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Modern concepts of integrated control techniques and principles of insect pest management; with emphasis on biological control (use of predators; parasites and pathogens against pest insects); population monitoring; and manipulation of environmental; behavioral and physiological factors in the pest's way of life. Physical; cultural; and genetic controls and an introduction to the use of non-toxic biochemical controls (attractants; repellents; pheromones; antimetabolites).
ENTO,515,Parasitoid Behavioural Ecology.,3,,ENTO 330;NRSC 330,NRSC 515,Natural Resource Sciences (Faculty of Agric Environ Sci),The origin and diversity of parasitoid species will be presented. Aspects of behavioural ecology that pertain to host selection; optimal allocation of progeny and sex and host-parasitoid interactions are examined. The importance of these processes is discussed in a biological control perspective.
ENVB,210,The Biophysical Environment.,3,Fall 2025,,,Natural Resource Sciences (Faculty of Agric Environ Sci),With reference to the ecosystems in the St Lawrence lowlands; the principles and processes governing climate-landform-water-soil-vegetation systems and their interactions will be examined in lecture and laboratory.  Emphasis on the natural environment as an integrated system.
ENVB,222,St. Lawrence Ecosystems.,3,Fall 2025,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Integrative field biology course about the biodiversity and ecology of terrestrial and aquatic ecosystems within the St. Lawrence Lowlands. Research projects about the natural history of the regional flora and fauna. Fundamentals of community; ecosystem and landscape ecology.
ENVB,301,Meteorology.,3,Fall 2025,,,Natural Resource Sciences (Faculty of Agric Environ Sci),The physical processes underlying weather. Topics include: the atmosphere - its properties (structure and motion); and thermodynamics (stability; heat and moisture); clouds and precipitation; air masses and fronts; mid-latitude weather systems and severe weather.
ENVB,305,Population and Community Ecology.,3,Winter 2026,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Interactions between organisms and their environment; historical and current perspectives in applied and theoretical population and community ecology. Principles of population dynamics; feedback loops; and population regulation. Development and structure of communities; competition; predation and food web dynamics. Biodiversity science in theory and practice.
ENVB,313,Phylogeny and Biogeography.,3,Fall 2025,AEBI 212,,Natural Resource Sciences (Faculty of Agric Environ Sci),Topics in the interface of evolution; phylogenetics; and biogeography; including tree thinking; phylogeny estimation; and the processes that generate and maintain biodiversity. The major scientific discoveries that demonstrated how Earth’s history affects the evolution of organisms; including the unheard voices of evolutionary biology.
ENVB,401,Honours Research Project 1.,6,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Preparation of a literature review; progress report; and delivery of a proposal seminar; as well as initiating the research project.
ENVB,402,Honours Research Project  2.,6,Fall 2025; Winter 2026,ENVB 401,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Completion of the honours research project; including a progress report; a final project report; and a project presentation. 
ENVB,405,Honours Project 1.,3,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Preparation of a literature review; progress report and delivery of a proposal seminar; as well as initiating the research project.
ENVB,406,Honours Project 2,3,Fall 2025; Winter 2026,ENVB 405,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Completion of the honours project; including a progress report; a final project report; and a project presentation.
ENVB,410,Ecosystem Ecology.,3,Fall 2025,AEMA 310;ENVB 222,,Natural Resource Sciences (Faculty of Agric Environ Sci),Biotic and abiotic processes that control the flows of energy; nutrients and water through ecosystems; emergent system properties; approaches to analyzing complex systems. Labs include collection and multivariate analysis of field data.   
ENVB,415,Ecosystem Management.,3,Fall 2025,BREE 327;ENVB 305,,Natural Resource Sciences (Faculty of Agric Environ Sci),Through the examination of cases studies presented in a modular format; students will be exposed to a variety of ecosystem processes. Choice of components; interactions and type of management to achieve desired endpoints will be discussed.
ENVB,437,Assessing Environmental Impact.,3,Winter 2026,,,Natural Resource Sciences (Faculty of Agric Environ Sci),Principles and practice of Environmental Assessment (EA) in Canada and internationally. Exploration of issues surrounding impact assessment for sustainable development in different sectors; including their limitations.
ENVB,497,Research Project 1.,3,Fall 2025; Winter 2026,AEHM 205,,Natural Resource Sciences (Faculty of Agric Environ Sci),Independent research project in consultation with a faculty supervisor. Selection of a research problem; formulation of hypotheses and objectives; research design; comprehensive literature review; commence data collection.
ENVB,498,Research Project 2.,3,Fall 2025; Winter 2026,ENVB 497,,Natural Resource Sciences (Faculty of Agric Environ Sci),Continuation of the independent research project begun in ENVB 497. Data collection and analysis; testing of hypotheses; discussion of results.
ENVB,500,Advanced Topics in Ecotoxicology.,3,Fall 2025,AEBI 211;ANSC 323;LSCI 211;NRSC 333,,Natural Resource Sciences (Faculty of Agric Environ Sci),Exploring the impact of environmental chemicals on biological organisms in an ecological context. Basic topics in ecotoxicology; such as source and fate; routes of exposure; bioavailability; dose-response; biomarkers; and risk assessment will be covered from both theoretical and applied perspectives. The processes by which pollutants are tested; regulated; and monitored will be critically examined.
ENVB,506,Quantitative Methods: Ecology.,3,Winter 2026,AEMA 310;ENVB 305,,Natural Resource Sciences (Faculty of Agric Environ Sci),Introduction to a broad range of innovative data analysis strategies commonly applied to ecological data. How to apply these strategies. Common “best practices” for data management; study design; and graphing techniques.
ENVB,529,GIS for Natural Resource Management.,3,Fall 2025,,BREE 430;BREE 529;ENVB/; o;GEOG 201;GEOG 306;GEOG 307,Natural Resource Sciences (Faculty of Agric Environ Sci),Applications of Geographic Information Systems (GIS) and spatial analysis techniques to the presentation and analysis of ecological information; including sources and capture of spatial data; characterizing; transforming; displaying spatial data; and spatial analysis to solve resource management problems.
ENVB,530,Advanced GIS for Natural Resource Management.,3,Winter 2026,BREE 529;ENVB 430;ENVB 529;GEOG 201;GEOG 306;GEOG 307,,Natural Resource Sciences (Faculty of Agric Environ Sci),An advanced spatial analysis course that uses rapidly developing techniques in GIS and remote sensing to solve problems in natural resource management. Focuses on controlling spatial operations through programming.
EXTL,EXAG,Exchange-Agric Environ Sci,0,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),
EXTL,IUAG,Inter-University Transfer,0,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),
EXTL,LAAG,Leave of Absence-Agr Enviro Sc,0,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),
EXTL,TAAG,Term Away-Agric Environ Sci,0,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),
FAES,200,Internship 1.,0,Summer 2025; Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies.
FAES,201,Internship 1B.,0,,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies.
FAES,300,Internship 2.,3,Summer 2025; Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies. Course work will be graded by a Faculty member with expertise relevant to the student's area of study. Finding a work placement is the responsibility of the student and facilitated by the Faculty's Internship Office.
FAES,300D1,Internship 2.,1,Summer 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies. Course work will be graded by a Faculty member with expertise relevant to the student's area of study. Finding a work placement is the responsibility of the student and facilitated by the Faculty's Internship Office.
FAES,300D2,Internship 2.,1,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),See FAES 300D1 for description.
FAES,301,Internship 2B.,3,Summer 2025; Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies.
FAES,301D1,Internship 2B.,1,Summer 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Full-time work-term intended to complement the student's undergraduate studies.
FAES,301D2,Internship 2B.,1,Fall 2025,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),
FAES,310,Agribusiness Entrepreneurship.,3,Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Concepts and skills relevant to establishing new or managing existing business ventures in the agricultural; bioresource engineering; environmental; and food sectors (agri-food and agribusiness). Business organization; overview of current organizations in these sectors; business partnership; as well as understanding the market structure; niche markets; and opportunities. New product development; customer values; raising start-up capital; and different business strategies are explored. Class discussion; business case studies; assignments; student presentations; and current entrepreneurship literature related to agri-food and agribusiness are used throughout the course to reinforce concepts; in addition to guest lectures from agri-food and agribusiness sectors.
FAES,313,Special Topics 03.,3,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.
FAES,323,Special Topics 04.,3,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.
FAES,371,Special Topics 01.,1,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.
FAES,372,Special Topics 02.,2,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will pursue topics that are not otherwise available in formal courses. An individualized course of studies will be followed under the supervision of a member of staff qualified in the appropriate discipline or area.
FAES,401,Honours Research Project 1.,6,Summer 2025; Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will prepare a Literature Review; Progress Report and deliver a Proposal Seminar as well as begin work on the research project. Completion of the project will take place in FAES 402; Honours Research Project 2.
FAES,402,Honours Research Project 2.,6,Summer 2025; Fall 2025; Winter 2026,FAES 401,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Honours Research Project 2 is the completion of the project begun in FAES 401 and requires a Progress Report; a Final Project Report and a Project Presentation.
FAES,405,Honours Project 1.,3,Fall 2025; Winter 2026,,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Students will prepare a Literature Review; Progress Report and deliver a Proposal Seminar as well as begin work on the research project. Completion of the project will take place in FAES 406; Honours Project 2.
FAES,406,Honours Project 2.,3,Fall 2025; Winter 2026,FAES 405,,Agricultural & Env.Sc.-Dean (Faculty of Agric Environ Sci),Honours Project 2 is the completion of the project begun in FAES 405 and requires a Progress Report; a Final Project Report and a Project Presentation.
FDSC,200,Introduction to Food Science.,3,Fall 2025,,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),This course enables one to gain an appreciation of the scope of food science as a discipline. Topics include introductions to chemistry; processing; packaging; analysis; microbiology; product development; sensory evaluation and quality control as they relate to food science.
FDSC,213,Analytical Chemistry 1.,3,Fall 2025,,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),Theoretical aspects of wet chemical techniques including gravimetric and volumetric analyses; redoximetry; and separation techniques.
FDSC,230,Organic Chemistry.,4,Fall 2025; Winter 2026,AECH 110;CHEM 110;CHEM NYA,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),Atomic and molecular structure; modern concepts of bonding; overview of functional groups; conformational analysis; stereochemistry; mechanisms and reactions of aliphatic compounds.
FDSC,231,Organic Chemistry Lecture.,3,,AECH 110;CHEM 110,FDSC 230,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),Atomic and molecular structure; modern concepts of bonding; overview of functional groups; conformational analysis; stereochemistry; mechanisms and reactions of aliphatic and aromatic compounds.
FDSC,232,Organic Chemistry Laboratory.,1,Fall 2025; Winter 2026,AECH 110;CHEM 110;FDSC 231,FDSC 230,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),Techniques and experiments in organic chemistry.
FDSC,233,Physical Chemistry.,3,Winter 2026,,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),Introduction to kinetic theory; thermodynamics; properties of liquids and solids; chemical equilibrium and the law of mass action; phase rule; properties of solutions; chemical kinetics.
FDSC,251,Food Chemistry 1.,3,Winter 2026,FDSC 211;LSCI 211,,Food Science&Agr.Chemistry (Faculty of Agric Environ Sci),A study of the chemistry and functionality of the major components comprising food systems; such as water; proteins; carbohydrates and lipids. The relationship of these components to food stability will be studied in terms of degradative reactions and processing.
